# PPO-Bi detailed evaluation results (greedy inference)

[summary]
generated_at_utc: 2026-06-28T12:28:45+00:00
run_id: 9gj82ve1
checkpoint: runs/9gj82ve1/final_model.pt
global_step: 1001472
algorithm: PPO_BI
inference_mode: greedy
sampling_temperature: 1.0
reward: delta_seh
masking: r2_available
eval_r2_pool: train
r2_arch: lookup
starts_file: data/Bi/reactants_compact_test.pkl
num_start_molecules: 2000
start_offset: 0
total_starts: 2000
total_reactions: 5949
max_qed: 0.944
best_qed: 0.944
mean_delta_qed: -0.25506049999999997
avg_delta_qed: -0.25506049999999997
avg_num_reactions: 2.9745
max_episode_len: 4
positive_delta_fraction: 0.9955
negative_delta_fraction: 0.0025
zero_delta_fraction: 0.002
results_file: run_detailed_results/internal/ppo/4_steps/compact/4s_delta_seh_9gj82ve1_compact_results.txt
max_seh: 1.027742624282837
best_seh: 1.027742624282837
mean_delta_seh: 0.6329683447869793
avg_delta_seh: 0.6329683447869793

[trajectories]
path_id	start_smiles	final_smiles	initial_qed	final_qed	max_qed	delta_qed	num_reactions	stopped
1865	C[C@H]1C[C@@H](C(=O)O)C[C@@H](C)N1C(=O)OC(C)(C)C	C[C@@H]1C[C@H](C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)C[C@H](C)N1C(=O)OC(C)(C)C	0.783	0.215	0.783	-0.5680000000000001	3	1
1866	O=C([O-])COc1ccc(Cl)cn1	O=C(COc1ccc(Cl)cn1)Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1	0.66	0.184	0.833	-0.47600000000000003	4	1
1867	Cc1cc(CCN)ccn1	Cc1cc(CCNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)ccn1	0.655	0.222	0.861	-0.43300000000000005	3	1
1868	Cc1cccnc1CCN	Cc1cccnc1CCNCc1cc(-c2cccc(-c3ccc4c(c3)CCO4)c2F)co1	0.655	0.382	0.861	-0.273	3	1
1869	CCC(CN)n1cc(Cl)cn1	CCC(CNCc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1)n1cc(Cl)cn1	0.752	0.206	0.878	-0.546	3	1
1870	O[C@@H](CCl)c1ccc(Br)cc1	O[C@@H](CCl)c1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1	0.782	0.282	0.782	-0.5	2	1
1871	CC(C)(C)OC(=O)N1CC(O)C1	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CC1CN(C(=O)OC(C)(C)C)C1	0.583	0.223	0.663	-0.36	4	1
1872	CC1CCCC(CC(=O)O)C1	CC1CCCC(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)C1	0.666	0.242	0.782	-0.42400000000000004	3	1
1873	O=C([O-])Cc1ccncc1Cl	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc4cc3c2)cc1)Cc1ccncc1Cl	0.629	0.197	0.855	-0.432	4	1
1874	Fc1cc(Cl)ccc1Br	Fc1cc(Cl)ccc1-c1ccc2cc3[nH]c(-c4ccc5c(c4)CCC5)cc3cc2c1	0.576	0.303	0.627	-0.27299999999999996	2	1
1875	Fc1ccc(Cl)cc1Br	Fc1ccc(Cl)cc1-c1ccc2cc3[nH]c(-c4ccc5c(c4)CCC5)cc3cc2c1	0.576	0.303	0.627	-0.27299999999999996	2	1
1876	NS(=O)(=O)c1ccc(O)cc1F	NS(=O)(=O)c1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1F	0.664	0.254	0.819	-0.41000000000000003	4	1
1877	COc1ccc([C@@H](C)O)c(Br)c1	COc1ccc([C@@H](C)O)c(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)c1	0.847	0.245	0.847	-0.602	3	1
1878	OC1CC2(CNC2)C1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1CC2(CNC2)C1	0.453	0.8	0.8	0.34700000000000003	3	1
1879	CC(C)(C)OC(=O)N1CC(C(=O)O)CC(F)(F)C1	CC(C)(C)OC(=O)N1CC(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)CC(F)(F)C1	0.787	0.188	0.787	-0.599	4	1
1880	OC1CCN(CC(F)(F)F)CC1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1CCN(CC(F)(F)F)CC1	0.655	0.642	0.672	-0.013000000000000012	3	1
1881	CCN(CC)c1ccc(C(=O)O)c(O)c1	CCN(CC)c1ccc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)c(O)c1	0.795	0.154	0.795	-0.641	4	1
1882	COC(=O)c1ccc(O)cc1C=O	COC(=O)c1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1C=O	0.544	0.185	0.589	-0.35900000000000004	4	1
1883	COC(=O)c1cccc(O)c1C=O	COC(=O)c1cccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)c1C=O	0.544	0.185	0.589	-0.35900000000000004	4	1
1884	O=C(O)c1ccc(Br)cc1S	O=C(O)c1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1S	0.731	0.264	0.731	-0.46699999999999997	2	1
1885	CC(O)CCC1CCCCC1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)CCC1CCCCC1	0.666	0.528	0.666	-0.138	3	1
1886	N[C@@H]1C[C@H]2C[C@@]2(C(=O)O)C1	N[C@@H]1C[C@H]2C[C@@]2(C(=O)Cc2ccc(-c3ccc4cc5[nH]c(-c6ccc7c(c6)CCC7)cc5cc4c3)cc2)C1	0.548	0.267	0.931	-0.281	3	1
1887	Cc1cn(C)nc1CN	Cc1cn(C)nc1CNCc1cc(-c2ccc3c(c2)CCO3)co1	0.582	0.783	0.937	0.20100000000000007	2	1
1888	CC(=O)NCC1(O)CCCC1	CC(=O)NCC1(C#Cc2ccc(-c3ccc4c(c3)OCC4)cc2C)CCCC1	0.61	0.796	0.819	0.18600000000000005	3	1
1889	CC(C)S(=O)(=O)C(C)C(=O)O	CC(C)S(=O)(=O)C(C)C(=O)Cc1ccc(-c2ccc3c(c2)CCO3)cc1	0.677	0.777	0.833	0.09999999999999998	2	1
1890	CCSc1ccc(Cl)cc1C(=O)O	CCSc1ccc(Cl)cc1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)cc1	0.789	0.132	0.789	-0.657	4	1
1891	NS(=O)(=O)c1ccc(C(=O)O)c(Br)c1	NS(=O)(=O)c1ccc(C(=O)O)c(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)c1	0.837	0.219	0.837	-0.618	3	1
1892	Cc1cc(=O)oc2c(C)c(O)ccc12	Cc1cc(=O)oc2c(C)c(C=Cc3ccc4cc(-c5cccc(-c6ccc7c(c6)CCO7)c5)[nH]c4c3)ccc12	0.647	0.192	0.675	-0.455	4	1
1893	C=CCC1(CO)CCCCN1	C=CCC1(CC#Cc2ccc(-c3ccc4c(c3)CCO4)cc2C)CCCCN1	0.597	0.572	0.631	-0.025000000000000022	3	1
1894	COc1cc(CN)cc(Br)c1OC	COc1cc(CN)cc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)c1OC	0.886	0.233	0.886	-0.653	3	1
1895	O=C(O)CCc1cccc(C(F)(F)F)c1	O=C(CCc1cccc(C(F)(F)F)c1)Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc4cc3c2)cc1	0.846	0.178	0.846	-0.6679999999999999	4	1
1896	Cn1nc(-c2ccncc2)cc1O	Cn1nc(-c2ccncc2)cc1-c1ccc2c(ccc3[nH]c(-c4cccc(-c5ccc6c(c5)CCO6)c4)cc32)c1	0.708	0.256	0.762	-0.45199999999999996	4	1
1897	Oc1cc2ccc(Br)cn2n1	Oc1cc2ccc(C=Cc3ccc4cc(-c5ccc6c(c5)CCC6)[nH]c4c3)cn2n1	0.724	0.405	0.724	-0.31899999999999995	2	1
1898	Cc1cc(C)cc(CC(=O)O)c1	Cc1cc(C)cc(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)c1	0.725	0.234	0.816	-0.491	3	1
1899	Cc1ccc(CC(=O)O)c(C)c1	Cc1ccc(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7cccc8c7CCO8)c6)cc54)c3)cc2)c(C)c1	0.725	0.199	0.816	-0.526	4	1
1900	N#CCc1cnc(Cl)c(Cl)c1	N#CCc1cnc(Oc2cc(Cl)c3[nH]c(-c4cccc(-c5ccc6c(c5)OCC6)c4)cc3c2)c(Cl)c1	0.633	0.259	0.873	-0.374	3	1
1901	O=C(O)C(F)(F)c1ccncc1	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)C(F)(F)c1ccncc1	0.732	0.236	0.857	-0.496	3	1
1902	NCC1(C(=O)O)CCCC1	NCC1(C(=O)Cc2ccc(-c3ccc4c(c3)CCO4)cc2)CCCC1	0.594	0.901	0.928	0.30700000000000005	2	1
1903	C=CCOc1ccc(Br)cc1OC	C=CCOc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1OC	0.756	0.272	0.756	-0.484	2	1
1904	Cn1ncc(Br)c1CO	Cn1ncc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)c1CO	0.708	0.433	0.708	-0.27499999999999997	2	1
1905	CCCOc1cccc(Br)c1	CCCOc1cccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)c1	0.751	0.25	0.751	-0.501	3	1
1906	CCCOc1ccccc1Br	CCCOc1ccccc1-c1ccc2c(ccc3[nH]c(-c4cccc(-c5ccc6c(c5)OCC6)c4)cc32)c1	0.751	0.25	0.751	-0.501	3	1
1907	N#CC1(C(=O)O)CC2CCC1CC2	N#CC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)CC2CCC1CC2	0.667	0.204	0.829	-0.4630000000000001	4	1
1908	N#CCCN1CCCC1=O	N#CCCN1CCC(c2[nH]c3ccc(Cc4nc5cc6c(cc5s4)OCCO6)cc3c2CNCc2ccccc2)C1=O	0.558	0.234	0.583	-0.32400000000000007	3	1
1909	Cc1ccc(C(N)CO)cc1C	Cc1ccc(C(CO)NCc2cc(-c3ccc4c(c3)CCO4)co2)cc1C	0.693	0.685	0.885	-0.007999999999999896	2	1
1910	CC(C)(C)OC(=O)N1CC2(CCC(C(=O)O)O2)C1	CC(C)(C)OC(=O)N1CC2(CCC(C(=O)Cc3ccc(-c4ccc5c(ccc6[nH]c(-c7cccc(-c8ccc9c(c8)CCO9)c7)cc65)c4)cc3)O2)C1	0.764	0.188	0.764	-0.5760000000000001	4	1
1911	O=Cc1c(Cl)ccc(Cl)c1O	O=Cc1c(Cl)ccc(Cl)c1-c1ccc2cc3[nH]c(-c4ccc5c(c4)CCC5)cc3cc2c1	0.692	0.272	0.692	-0.41999999999999993	3	1
1912	CC1CCCC(O)(CN)C1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1(CN)CCCC(C)C1	0.572	0.757	0.769	0.18500000000000005	3	1
1913	O=C(O)C(O)c1ccc(Cl)cc1Cl	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc4cc3c2)cc1)C(O)c1ccc(Cl)cc1Cl	0.803	0.18	0.85	-0.623	4	1
1914	C[C@@H]1CCNC[C@@H]1C(=O)O	C[C@@H]1CCNC[C@@H]1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.555	0.263	0.929	-0.29200000000000004	3	1
1915	Cc1ccc(F)c(Br)c1O	Cc1ccc(F)c(-c2ccc3c(c2)CCO3)c1O	0.69	0.832	0.832	0.14200000000000002	1	1
1916	N#CC(Br)C#N	Cc1nnn(CC=CC(C#N)C#N)c1[C@@H](CC(=O)Cl)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1	0.473	0.131	0.473	-0.34199999999999997	3	1
1917	O=C(O)CN1CCCC1CO	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc4cc3c2)cc1)CN1CCCC1CO	0.584	0.189	0.904	-0.39499999999999996	4	1
1918	CC1(CN)CCCCCCC1	CC1(CNCc2cc(-c3ccc4c(c3)CCO4)co2)CCCCCCC1	0.619	0.746	0.856	0.127	2	1
1919	O=C(O)C1CCCC12OCCO2	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)C1CCCC12OCCO2	0.629	0.254	0.857	-0.375	3	1
1920	CCOCc1ccc(Br)cc1	CCOCc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6cccc7c6CCO7)c5)cc43)c2)cc1	0.753	0.25	0.753	-0.503	3	1
1921	N#Cc1ccc(CC(=O)CCl)cc1	CC(NC(Cc1ccc(C#N)cc1)c1cc2cc(F)c(F)c(F)c2o1)c1ccc(-c2ccc(F)cc2)cc1	0.688	0.176	0.688	-0.512	2	1
1922	Fc1c(Br)cccc1I	Fc1c(I)cccc1-c1ccc2c(c1)CCO2	0.51	0.712	0.712	0.20199999999999996	1	1
1923	Fc1cc(I)ccc1Br	Fc1cc(I)ccc1-c1ccc2c(c1)CCO2	0.51	0.712	0.712	0.20199999999999996	1	1
1924	OCC(F)(F)c1ccccc1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCC(F)(F)c1ccccc1	0.695	0.501	0.695	-0.19399999999999995	3	1
1925	O=C(O)Cc1ccc(Cl)cc1Cl	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc4cc3c2)cc1)Cc1ccc(Cl)cc1Cl	0.805	0.189	0.805	-0.6160000000000001	4	1
1926	CCN(CCN)c1ccccc1C	CCN(CCNCc1cc(-c2ccc3c(c2)CCO3)co1)c1ccccc1C	0.761	0.573	0.775	-0.18800000000000006	2	1
1927	COCc1ccc(CCN)cc1	COCc1ccc(CCNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)cc1	0.73	0.187	0.792	-0.5429999999999999	3	1
1928	O=C(O)[C@@]12CCCCC[C@H]1OCC2	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc4cc3c2)cc1)[C@@]12CCCCC[C@H]1OCC2	0.676	0.202	0.822	-0.47400000000000003	4	1
1929	CCC(CC)CCCO	CCC(CC)CCCN1C(=O)CC(Cc2nc3cc4c(cc3s2)OCCO4)C1=O	0.605	0.603	0.684	-0.0020000000000000018	2	1
1930	O=C(O)C1CCCCN1CC(F)F	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)C1CCCCN1CC(F)F	0.731	0.222	0.811	-0.509	3	1
1931	Cc1ccc(CCCO)cn1	Cc1ccc(CCCC#Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2C)cn1	0.706	0.174	0.706	-0.532	4	1
1932	CNc1ccc(N)cc1Cl	CNc1cc2cc(-c3cccc(-c4ccc5c(ccc6[nH]c(-c7ccc8c(c7)CCC8)cc65)c4)c3)[nH]c2cc1Cl	0.611	0.205	0.654	-0.406	3	1
1933	CCC(CN)C1CCOCC1	CCC(CNCc1cc(-c2ccc3c(c2)CCO3)co1)C1CCOCC1	0.672	0.798	0.871	0.126	2	1
1934	CC(C)(C)OC(=O)N1CCCC(CCO)C1	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CCCC1CCCN(C(=O)OC(C)(C)C)C1	0.788	0.206	0.788	-0.5820000000000001	4	1
1935	NC1CCC2(CC1)CC(O)C2	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1CC2(CCC(N)CC2)C1	0.549	0.695	0.7	0.1459999999999999	3	1
1936	C[C@]1(C(F)(F)F)C[C@@H]1C(=O)O	C[C@]1(C(F)(F)F)C[C@@H]1C(=O)Cc1ccc(-c2ccc3c(c2)CCO3)cc1	0.646	0.768	0.817	0.122	2	1
1937	CC1(C(=O)O)CC(F)(F)C1	CC1(C(=O)Cc2ccc(-c3ccc4c(c3)CCO4)cc2)CC(F)(F)C1	0.615	0.795	0.825	0.18000000000000005	2	1
1938	O=C(O)c1ccccc1C(=O)OCCO	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)c1ccccc1C(=O)OCCO	0.708	0.121	0.708	-0.587	4	1
1939	CC(C)(C)c1ccc(Br)cc1N	CC(C)(C)c1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1N	0.677	0.274	0.677	-0.403	2	1
1940	Cc1cc(CCC(=O)O)c(C)s1	Cc1cc(CCC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)c(C)s1	0.783	0.184	0.783	-0.599	4	1
1941	O=C(O)COCC(F)(F)F	O=C(COCC(F)(F)F)Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1	0.655	0.241	0.835	-0.41400000000000003	3	1
1942	O=C(O)C1C2CCCN(C2)S1(=O)=O	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)C1C2CCCN(C2)S1(=O)=O	0.626	0.202	0.83	-0.424	4	1
1943	NCC1COC(=O)N1	O=C1NC(CNCc2cc(-c3ccc4c(c3)CCO4)co2)CO1	0.464	0.884	0.884	0.42	2	1
1944	Cc1oncc1CCN	Cc1oncc1CCNCc1cc(-c2ccc3c(c2)CCO3)co1	0.627	0.703	0.858	0.07599999999999996	2	1
1945	CC1CCCNC1CCO	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCCC1NCCCC1C	0.598	0.768	0.802	0.17000000000000004	3	1
1946	Cn1nnnc1NCCN	Cn1nnnc1N(CCN)Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1	0.541	0.31	0.867	-0.23100000000000004	3	1
1947	O=CCc1cc(Cl)cc(Cl)c1	CNS(=O)(=O)c1cc([N+](=O)[O-])cc(OC2CCCC23CCOCC3)c1N(C)CCc1cc(OCc2ccc3oc(S)nc3c2)cc(OC(c2cc(C)ccc2C)C(F)(F)F)c1	0.653	0.059	0.653	-0.5940000000000001	4	1
1948	Clc1cc(I)ccc1Br	Clc1cc(I)ccc1-c1ccc2cc3[nH]c(-c4ccc5c(c4)CCC5)cc3cc2c1	0.505	0.225	0.505	-0.28	2	1
1949	CC(C)CC(N)C#N	CC(C)CC(C#N)NCc1cc(-c2ccc3c(c2)CCO3)co1	0.576	0.879	0.895	0.30300000000000005	2	1
1950	CN(C)C1(C(=O)O)CCC1	CN(C)C1(C(=O)Cc2ccc(-c3ccc4c(c3)CCO4)cc2)CCC1	0.614	0.83	0.851	0.21599999999999997	2	1
1951	O=C(O)c1c(Cl)cc(Cl)cc1Br	O=C(O)c1c(Cl)cc(Cl)cc1-c1ccc2cc3[nH]c(-c4cccc(-c5ccc6c(c5)CCO6)c4)cc3cc2c1	0.848	0.23	0.848	-0.618	3	1
1952	COC(=O)C(CN)C(F)(F)F	COC(=O)C(CNCc1cc(-c2ccc3[nH]c(-c4ccc5c(c4)CCC5)cc3c2)co1)C(F)(F)F	0.608	0.316	0.843	-0.292	3	1
1953	COCC(F)(F)CO	COCC(F)(F)CC#Cc1ccc(-c2ccc3c(c2)CCO3)cc1C	0.587	0.755	0.772	0.16800000000000004	3	1
1954	Cc1ccc(C(=O)CBr)cc1C	Cc1ccc(-c2cnc(NCc3cc(-c4ccc5c(c4)CCO5)co3)s2)cc1C	0.56	0.43	0.775	-0.13000000000000006	3	1
1955	O=C(O)CN1CCCCCCC1=O	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)CN1CCCCCCC1=O	0.694	0.194	0.844	-0.49999999999999994	4	1
1956	CCNc1ccc(C=O)c(O)c1	CCNc1ccc(C=O)c(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)c1	0.669	0.222	0.806	-0.44700000000000006	4	1
1957	Cc1ccc(CO)c(C)c1	Cc1ccc(CC#Cc2ccc(-c3ccc4c(c3)CCO4)cc2C)c(C)c1	0.624	0.529	0.652	-0.09499999999999997	3	1
1958	OCC1CCC(O)CN1	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CCC1CCC(O)CN1	0.432	0.223	0.782	-0.209	4	1
1959	O=C(O)C12C3C4C1C1C2C3C41F	O=C(Cc1ccc(-c2ccc3c(c2)CCO3)cc1)C12C3C4C1C1C2C3C41F	0.617	0.83	0.837	0.21299999999999997	2	1
1960	CC(O)COc1cccc(F)c1	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CC(C)COc1cccc(F)c1	0.746	0.213	0.746	-0.533	4	1
1961	N[C@@H](CC1CCCCC1)C(=O)O	N[C@@H](CC1CCCCC1)C(=O)Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1	0.674	0.223	0.894	-0.45100000000000007	3	1
1962	N[C@H](CC1CCCCC1)C(=O)O	N[C@H](CC1CCCCC1)C(=O)Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1	0.674	0.223	0.894	-0.45100000000000007	3	1
1963	O=Cc1ccc(Br)c(Cl)c1	O=Cc1ccc(C=Cc2ccc3cc(-c4cccc(-c5ccc6c(c5)CCO6)c4)[nH]c3c2)c(Cl)c1	0.664	0.206	0.664	-0.4580000000000001	3	1
1964	Cc1nc(N)nc(C)c1O	Cc1nc(N)nc(C)c1-c1ccc2cc3[nH]c(-c4ccc5c(c4)CCC5)cc3cc2c1	0.545	0.372	0.692	-0.17300000000000004	3	1
1965	CCOC(=O)c1cc(Cl)c(O)c(Cl)c1	CCOC(=O)c1cc(Cl)c(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)c(Cl)c1	0.801	0.207	0.801	-0.5940000000000001	4	1
1966	CC(C)COCC(C)O	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)COCC(C)C	0.619	0.687	0.748	0.06800000000000006	3	1
1967	Nc1cc(F)c(O)cc1C(=O)O	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)c1cc(O)c(F)c2cc(-c3cccc(Br)c3)[nH]c12	0.431	0.151	0.517	-0.28	4	1
1968	O=C(O)c1cc(S)cc(Cl)c1	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)c1cc(S)cc(Cl)c1	0.664	0.165	0.664	-0.499	3	1
1969	O=C(O)c1ccc(Cl)cc1S	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)c1ccc(Cl)cc1S	0.664	0.143	0.664	-0.521	4	1
1970	O=C(O)c1ccc(S)c(Cl)c1	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)c1ccc(S)c(Cl)c1	0.664	0.143	0.664	-0.521	4	1
1971	Nc1ccnc(O)n1	Nc1ccnc(-c2cccc(-c3ccc4c(c3)CCO4)c2F)n1	0.484	0.787	0.864	0.30300000000000005	3	1
1972	CC(C)(CC(=O)O)c1cccs1	CC(C)(CC(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)cc1)c1cccs1	0.783	0.184	0.783	-0.599	4	1
1973	Cc1cc(F)ccc1C(O)C(=O)O	Cc1cc(F)ccc1C(O)C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.727	0.223	0.923	-0.504	3	1
1974	Clc1ccc(-n2cnnn2)c(I)c1	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#Cc1cc(Cl)ccc1-n1cnnn1	0.756	0.215	0.756	-0.541	3	1
1975	CCOC(=O)Nc1ccc(O)cc1	CCOC(=O)Nc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)cc1	0.685	0.237	0.868	-0.44800000000000006	4	1
1976	O=C(O)C12CC3(F)CC(F)(CC(F)(C3)C1)C2	O=C(Cc1ccc(-c2ccc3c(c2)CCO3)cc1)C12CC3(F)CC(F)(CC(F)(C3)C1)C2	0.757	0.609	0.757	-0.14800000000000002	2	1
1977	NS(=O)(=O)c1ccc(O)cc1	NS(=O)(=O)c1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1	0.629	0.374	0.793	-0.255	3	1
1978	CC(CN)CN1CCCC1=O	CC(CNCc1cc(-c2ccc3c(c2)OCC3)co1)CN1CCCC1=O	0.634	0.829	0.877	0.19499999999999995	2	1
1979	O=C(O)CC(O)C(=O)O	O=C(Cc1ccc(-c2ccc3c(c2)CCO3)cc1)CC(O)C(=O)O	0.455	0.85	0.858	0.39499999999999996	2	1
1980	N[C@H]1C=CC[C@H](C(=O)O)C1	N[C@H]1C=CC[C@H](C(=O)Cc2ccc(-c3ccc4c(c3)CCO4)cc2)C1	0.518	0.868	0.871	0.35	2	1
1981	NCC(=O)N1CCC(O)CC1	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CC1CCN(C(=O)CN)CC1	0.51	0.243	0.801	-0.267	4	1
1982	N#CCC(=O)c1cc(Cl)cc(Cl)c1	CC(NC(CC#N)c1cc(OCC(C)C(C)(C)C)cc(Oc2ccc(CNc3ccc4c[nH]nc4c3)cc2)c1)C(C(F)F)N1C(=O)CC(CC(=O)O)C1=O	0.709	0.08	0.709	-0.629	4	1
